country,contcod,region,MENA,year,DEININGER,gini_DS,Dinc_DS,Dhh_DS,Dgross_DS,WIDER,gini_W,Dinc_W,Dhh_W,Dgross_W,LIS,gini_LIS,Dinc_LIS,Dhh_LIS,Dgross_LIS,SEDLAC,gini_SEDLAC,Dinc_SEDLAC,Dhh_SEDLAC,Dgross_SEDLAC,EEUROPE,gini_EE,Dinc_EE,Dhh_EE,Dgross_EE,WYD,gini_WYD,Dinc_WYD,Dhh_WYD,Dgross_WYD,SILC,gini_SILC,Dinc_SILC,Dhh_SILC,Dgross_SILC,POVCAL,gini_POVCAL,Dinc_POVCAL,Dhh_POVCAL,INDIE,gini_INDIE,Dinc_INDIE,Dhh_INDIE,Dgross_INDIE,CEPAL,gini_CEPAL,Dinc_CEPAL,Dhh_CEPAL,Dgross_CEPAL,ALLTHEGINI,Giniall,Di,Dhh,Dg,source_of_data,cc
"Egypt, Arab Rep.",EGY,Africa,1,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0,0,1,,,,,,,,,,,,,,,,,,,,,32,0,0,1,WYD,39.12785
"Egypt, Arab Rep.",EGY,Africa,1,2005,,,,,,,32.139999,,,,,,,,,,,,,,,,,,,,31.783825,0,0,1,,,,,,,32.14,0,0,,,,,,,,,,,,31.799999,0,0,1,WYD,38.465519
"Egypt, Arab Rep.",EGY,Africa,1,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.351315
"Egypt, Arab Rep.",EGY,Africa,1,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.992592
"Egypt, Arab Rep.",EGY,Africa,1,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.77,0,0,,,,,,,,,,,,30.799999,0,0,,POVCAL,36.564774
"Egypt, Arab Rep.",EGY,Africa,1,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,33.039467,1,0,1,,,1,,,,,,,,,,,,,,,,,,33,1,0,1,WYD,42.204082
"Egypt, Arab Rep.",EGY,Africa,1,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,29.9,1,0,0,,,,,,,,,,,,,,,,,,,,,29.9,1,0,0,WYD,38.765152
"Egypt, Arab Rep.",EGY,Africa,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.735897
Spain,ESP,West,0,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.533333
Spain,ESP,West,0,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.599998
Spain,ESP,West,0,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.399998
Spain,ESP,West,0,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5
Spain,ESP,West,0,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.400002
Spain,ESP,West,0,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.066666
Spain,ESP,West,0,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.466667
Spain,ESP,West,0,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.033333
Spain,ESP,West,0,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.414288
Spain,ESP,West,0,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.516666
Spain,ESP,West,0,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0625
Spain,ESP,West,0,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.200001
Spain,ESP,West,0,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.836365
Spain,ESP,West,0,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.364285
Spain,ESP,West,0,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.072727
Spain,ESP,West,0,1965,,31.99,1,1,1,,31.99,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,1,1,1,WIDER,36.107143
Spain,ESP,West,0,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.085716
Spain,ESP,West,0,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.186668
Spain,ESP,West,0,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.900002
Spain,ESP,West,0,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.259998
Spain,ESP,West,0,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.038094
Spain,ESP,West,0,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.404545
Spain,ESP,West,0,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.523075
Spain,ESP,West,0,1973,,37.110001,1,1,1,,33.98,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,0,0,0,WIDER,35.986362
Spain,ESP,West,0,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.563637
Spain,ESP,West,0,1975,,,,,,,34.5,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.5,1,1,0,WIDER,37.265217
Spain,ESP,West,0,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.970833
Spain,ESP,West,0,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.282608
Spain,ESP,West,0,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.463638
Spain,ESP,West,0,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.150002
Spain,ESP,West,0,1980,,26.790001,0,1,0,,33.200001,0,0,0,,34.483562,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.5,1,0,0,LIS,37.164516
Spain,ESP,West,0,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.719357
Spain,ESP,West,0,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.166668
Spain,ESP,West,0,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.890907
Spain,ESP,West,0,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.799999
Spain,ESP,West,0,1985,,25.190001,0,1,0,,25.190001,0,1,0,,34.433319,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.400002,1,0,0,LIS,33.812122
Spain,ESP,West,0,1986,,26,0,1,0,,26,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0,1,0,WIDER,38.359459
Spain,ESP,West,0,1987,,25.790001,0,1,0,,25.790001,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.799999,0,1,0,WIDER,36.965
Spain,ESP,West,0,1988,,24.42,0,1,0,,24.42,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4,0,1,0,WIDER,31.422642
Spain,ESP,West,0,1989,,25.91,0,1,0,,25.91,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9,0,1,0,WIDER,36.93
Spain,ESP,West,0,1990,,32.48,1,0,0,,32.428646,1,0,0,,32.410259,1,0,0,,,,,,,,,,,,31.779705,0,0,0,,,,,,,,,,,,,,,,,,,,,32.400002,1,0,0,LIS,34.127274
Spain,ESP,West,0,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.394444
Spain,ESP,West,0,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.387691
Spain,ESP,West,0,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.26923
Spain,ESP,West,0,1994,,,,,,,35,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,1,1,0,WIDER,40.608929
Spain,ESP,West,0,1995,,,,,,,37.120724,1,0,0,,36.402248,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.400002,1,0,0,LIS,39.709999
Spain,ESP,West,0,1996,,,,,,,23.41,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.4,0,1,1,WIDER,39.829849
Spain,ESP,West,0,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.782814
Spain,ESP,West,0,1998,,,,,,,32.709999,0,0,0,,,,,,,,,,,,,,,,,32.07,0,0,0,,,,,,,,,,,,,,,,,,,,,32.099998,0,0,0,WYD,41.759418
Spain,ESP,West,0,1999,,,,,,,33.16,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.200001,0,0,0,WIDER,40.329826
Spain,ESP,West,0,2000,,,,,,,32.650002,0,0,0,,34.229172,1,0,0,,,,,,,,,,,,34.5,1,0,0,,,,,,,,,,,,,,,,,,,,,34.200001,1,0,0,LIS,39.614101
Spain,ESP,West,0,2001,,,,,,,32.5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5,0,0,0,WIDER,42.142372
Spain,ESP,West,0,2002,,,,,,,32.389999,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.400002,0,0,0,WIDER,40.314865
Spain,ESP,West,0,2003,,,,,,,31.76,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.799999,0,0,0,WIDER,40.986958
Spain,ESP,West,0,2004,,,,,,,31.600002,1,0,0,,33.208118,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.200001,1,0,0,LIS,39.12785
Spain,ESP,West,0,2005,,,,,,,31.790001,0,0,0,,,,,,,,,,,,,,,,,34.66,1,0,0,,34.046001,1,0,0,,,,,,,,,,,,,,,,34,1,0,0,SILC,38.465519
Spain,ESP,West,0,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.043999,1,0,0,,,,,,,,,,,,,,,,33,1,0,0,SILC,39.351315
Spain,ESP,West,0,2007,,,,,,,30.700001,1,0,0,,31.73543,1,0,0,,,,,,,,,,,,,,,,,32.424999,1,0,0,,,,,,,,,,,,,,,,31.700001,1,0,0,LIS,36.992592
Spain,ESP,West,0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.741892,1,0,0,,,,,,,,,,,,,,,,30.700001,1,0,0,SILC,36.564774
Spain,ESP,West,0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.204082
Spain,ESP,West,0,2010,,,,,,,33.399998,1,0,0,,34.159321,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.200001,1,0,0,LIS,38.765152
Estonia,EST,Eastern Europe,0,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.533333
Estonia,EST,Eastern Europe,0,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.599998
Estonia,EST,Eastern Europe,0,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.399998
Estonia,EST,Eastern Europe,0,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5
Estonia,EST,Eastern Europe,0,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.400002
Estonia,EST,Eastern Europe,0,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.066666
Estonia,EST,Eastern Europe,0,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.466667
Estonia,EST,Eastern Europe,0,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.033333
Estonia,EST,Eastern Europe,0,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.414288
Estonia,EST,Eastern Europe,0,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.516666
Estonia,EST,Eastern Europe,0,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0625
Estonia,EST,Eastern Europe,0,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.200001
Estonia,EST,Eastern Europe,0,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.836365
Estonia,EST,Eastern Europe,0,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.364285
Estonia,EST,Eastern Europe,0,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.072727
Estonia,EST,Eastern Europe,0,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.107143
Estonia,EST,Eastern Europe,0,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.085716
Estonia,EST,Eastern Europe,0,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.186668
Estonia,EST,Eastern Europe,0,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.900002
Estonia,EST,Eastern Europe,0,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.259998
Estonia,EST,Eastern Europe,0,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.038094
Estonia,EST,Eastern Europe,0,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.404545
Estonia,EST,Eastern Europe,0,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.523075
Estonia,EST,Eastern Europe,0,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.986362
Estonia,EST,Eastern Europe,0,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.563637
Estonia,EST,Eastern Europe,0,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.265217
Estonia,EST,Eastern Europe,0,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.970833
Estonia,EST,Eastern Europe,0,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.282608
Estonia,EST,Eastern Europe,0,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.463638
Estonia,EST,Eastern Europe,0,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.150002
Estonia,EST,Eastern Europe,0,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.164516
Estonia,EST,Eastern Europe,0,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.719357
Estonia,EST,Eastern Europe,0,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.166668
Estonia,EST,Eastern Europe,0,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.890907
Estonia,EST,Eastern Europe,0,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.799999
Estonia,EST,Eastern Europe,0,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.812122
Estonia,EST,Eastern Europe,0,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.359459
Estonia,EST,Eastern Europe,0,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.965
Estonia,EST,Eastern Europe,0,1988,,23,1,0,0,,27.799999,1,0,1,,,,,,,,,,,,,,,,,19.922609,1,0,0,,,,,,,22.97,1,0,,,,,,,,,,,,19.9,1,0,0,WYD,31.422642
Estonia,EST,Eastern Europe,0,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.93
Estonia,EST,Eastern Europe,0,1990,,,,,,,24,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,0,1,WIDER,34.127274
Estonia,EST,Eastern Europe,0,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.394444
Estonia,EST,Eastern Europe,0,1992,,35.8228,0,0,0,,41.23,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.200001,1,0,0,WIDER,37.387691
Estonia,EST,Eastern Europe,0,1993,,31.52,0,0,0,,38.790001,1,0,0,,,,,,,,,,,,38.299999,1,0,0,,38.332447,1,0,0,,,,,,,39.5,1,0,,,,,,,,,,,,38.299999,1,0,0,ECA,40.26923
Estonia,EST,Eastern Europe,0,1994,,,,,,,39.57,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.599998,1,0,0,WIDER,40.608929
Estonia,EST,Eastern Europe,0,1995,,36.6255,0,0,0,,31,0,0,0,,,,,,,,,,,,37.400002,1,0,0,,,,,,,,,,,,30.06,0,0,,,,,,,,,,,,37.400002,1,0,0,ECA,39.709999
Estonia,EST,Eastern Europe,0,1996,,,,,,,37.369999,1,0,0,,,,,,,,,,,,32.599998,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,32.599998,1,0,0,ECA,39.829849
Estonia,EST,Eastern Europe,0,1997,,,,,,,38,0,0,0,,,,,,,,,,,,33.5,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,33.5,1,0,0,ECA,38.782814
Estonia,EST,Eastern Europe,0,1998,,,,,,,36.970001,1,0,0,,,,,,,,,,,,34.5,1,0,0,,33.07,1,0,1,,,,,,,37.64,0,0,,,,,,,,,,,,34.5,1,0,0,ECA,41.759418
Estonia,EST,Eastern Europe,0,1999,,,,,,,36.200001,0,0,0,,,,,,,,,,,,34.900002,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,34.900002,1,0,0,ECA,40.329826
Estonia,EST,Eastern Europe,0,2000,,,,,,,36.663906,1,0,0,,36.208889,1,0,0,,,,,,,36,1,0,0,,36.900002,1,0,0,,,,,,,37,0,0,,,,,,,,,,,,36.200001,1,0,0,LIS,39.614101
Estonia,EST,Eastern Europe,0,2001,,,,,,,,,,,,,,,,,,,,,,37.900002,1,0,0,,,,,,,,,,,,36.9,0,0,,,,,,,,,,,,37.900002,1,0,0,ECA,42.142372
Estonia,EST,Eastern Europe,0,2002,,,,,,,36.599998,0,0,0,,,,,,,,,,,,39.200001,1,0,0,,,,,,,,,,,,36.81,0,0,,,,,,,,,,,,39.200001,1,0,0,ECA,40.314865
Estonia,EST,Eastern Europe,0,2003,,,,,,,35.5,0,0,0,,,,,,,,,,,,36.299999,1,0,0,,,,,,,,,,,,35.78,0,0,,,,,,,,,,,,36.299999,1,0,0,ECA,40.986958
Estonia,EST,Eastern Europe,0,2004,,,,,,,34.700001,1,0,0,,34.181808,1,0,0,,,,,,,35.380001,0,0,0,,31.977465,0,0,1,,,,,,,36,0,0,,,,,,,,,,,,34.200001,1,0,0,LIS,39.12785
Estonia,EST,Eastern Europe,0,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.952,1,0,0,,,,,,,,,,,,,,,,34,1,0,0,SILC,38.465519
Estonia,EST,Eastern Europe,0,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.731998,1,0,0,,,,,,,,,,,,,,,,33.700001,1,0,0,SILC,39.351315
Estonia,EST,Eastern Europe,0,2007,,,,,,,31.5,1,0,0,,31.39189,1,0,0,,,,,,,,,,,,,,,,,33.554001,1,0,0,,,,,,,,,,,,,,,,31.4,1,0,0,LIS,36.992592
Estonia,EST,Eastern Europe,0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.070009,1,0,0,,,,,,,,,,,,,,,,30.1,1,0,0,SILC,36.564774
Estonia,EST,Eastern Europe,0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.204082
Estonia,EST,Eastern Europe,0,2010,,,,,,,32.5,1,0,0,,32.609371,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.599998,1,0,0,LIS,38.765152
Estonia,EST,Eastern Europe,0,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.735897
Ethiopia,ETH,Africa,0,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.533333
Ethiopia,ETH,Africa,0,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.599998
Ethiopia,ETH,Africa,0,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.399998
Ethiopia,ETH,Africa,0,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5
Ethiopia,ETH,Africa,0,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.400002
Ethiopia,ETH,Africa,0,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.066666
Ethiopia,ETH,Africa,0,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.466667
Ethiopia,ETH,Africa,0,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.033333
Ethiopia,ETH,Africa,0,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.414288
Ethiopia,ETH,Africa,0,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.516666
Ethiopia,ETH,Africa,0,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0625
Ethiopia,ETH,Africa,0,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.200001
Ethiopia,ETH,Africa,0,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.836365
Ethiopia,ETH,Africa,0,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.364285
Ethiopia,ETH,Africa,0,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.072727
Ethiopia,ETH,Africa,0,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.107143
Ethiopia,ETH,Africa,0,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.085716
Ethiopia,ETH,Africa,0,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.186668
Ethiopia,ETH,Africa,0,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.900002
Ethiopia,ETH,Africa,0,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.259998
Ethiopia,ETH,Africa,0,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.038094
Ethiopia,ETH,Africa,0,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.404545
Ethiopia,ETH,Africa,0,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.523075
Ethiopia,ETH,Africa,0,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.986362
Ethiopia,ETH,Africa,0,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.563637
Ethiopia,ETH,Africa,0,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.265217
