Country,AQ,CSEQ,CSTORE,REC,WQ,WA,LIVE,CROP,Dev,avg_gini9505,avg_gini8595,Data.Quality,HDI,Per.Capita.GDP,Region,Income.Group,gini_change,Approximate.year_90,Survey.year_90,Survey.type_90,Palma.ratio_90,Share.of.richest.10._90,Share.of.poorest.40._90,Share.of..middle..50._90,Gini.index_90,Approximate.year_2012,Survey.year_2012,Survey.type_2012,Palma.ratio_2012,Share.of.richest.10._2012,Share.of.poorest.40._2012,Share.of..middle..50._2012,Gini.index_2012,palma_change,total_EF9505,crop_EF9505,grazing_EF9505,forest_EF9505,fishing_EF9505,carbon_EF9505,total_EF8595,crop_EF8595,grazing_EF8595,forest_EF8595,fishing_EF8595,carbon_EF8595,total_EF0515,crop_EF0515,grazing_EF0515,forest_EF0515,fishing_EF0515,carbon_EF0515,EFExportsPerCap_total_EF9505,EFExportsPerCap_crop_EF9505,EFExportsPerCap_grazing_EF9505,EFExportsPerCap_forest_EF9505,EFExportsPerCap_fishing_EF9505,EFExportsPerCap_carbon_EF9505,EFImportsPerCap_total_EF9505,EFImportsPerCap_crop_EF9505,EFImportsPerCap_grazing_EF9505,EFImportsPerCap_forest_EF9505,EFImportsPerCap_fishing_EF9505,EFImportsPerCap_carbon_EF9505,EFExportsPerCap_total_EF8595,EFExportsPerCap_crop_EF8595,EFExportsPerCap_grazing_EF8595,EFExportsPerCap_forest_EF8595,EFExportsPerCap_fishing_EF8595,EFExportsPerCap_carbon_EF8595,EFImportsPerCap_total_EF8595,EFImportsPerCap_crop_EF8595,EFImportsPerCap_grazing_EF8595,EFImportsPerCap_forest_EF8595,EFImportsPerCap_fishing_EF8595,EFImportsPerCap_carbon_EF8595,EFExportsPerCap_total_EF0515,EFExportsPerCap_crop_EF0515,EFExportsPerCap_grazing_EF0515,EFExportsPerCap_forest_EF0515,EFExportsPerCap_fishing_EF0515,EFExportsPerCap_carbon_EF0515,EFImportsPerCap_total_EF0515,EFImportsPerCap_crop_EF0515,EFImportsPerCap_grazing_EF0515,EFImportsPerCap_forest_EF0515,EFImportsPerCap_fishing_EF0515,EFImportsPerCap_carbon_EF0515,EF_change05.95,EF_change95.85,EF_cropchange05.95,EF_cropchange95.85,EF_grazingchange05.95,EF_grazingchange95.85,EF_forestchange05.95,EF_forestchange95.85,EF_fishingchange05.95,EF_fishingchange95.85,EF_carbonchange05.95,EF_carbonchange95.85,ImpExp_EFratio0515,ImpExp_EFratio8595,ImpExp_EFratio9505
Czech Republic,0.0218879,137.132,104.982,16.334,0.0102593,204.64,16.6481,5.159171,Most Developed,25.46228462,21.11942035,5,0.866594,21676.3,EU-27,HI,4.342864275,1990,1988,I,0.647764449,17.82,27.51,54.67,19.4,2012,2012,I,0.921063565,22.17,24.07,53.77,26.13,0.273299116,2.892647787,0.276909947,0.106780498,0.468905104,0.025222667,2.014829572,1.725910931,0.209842528,0.051629951,0.247909597,0.025085168,1.191443688,4.369000733,0.470084531,0.150576588,0.658506376,0.032192427,3.057640811,3.094640443,0.315460263,0.023606579,0.594192855,0.008905168,2.152475579,2.690655131,0.23835963,0.189954416,0.343617354,0.041540167,1.877183564,2.054387291,0.247703807,0.018699544,0.357006431,0.010955553,1.420021956,1.397434571,0.171981248,0.084560357,0.138812762,0.039214783,0.96286542,4.509620707,0.579146021,0.028295271,0.750974515,0.015657049,3.135547851,4.228380758,0.36102304,0.272857905,0.566038237,0.048727805,2.979733771,1.476352945,1.166736856,0.193174584,0.067067419,0.04379609,0.055150547,0.189601272,0.220995507,0.00696976,0.000137499,1.042811239,0.823385884,0.937635565,0.680219634,0.869456462
Denmark,0.0307302,219.872,126.311,14.2709,0.00326624,102.169,62.7514,6.67108,Most Developed,22.59090013,24.51610064,5,0.921084,61413.6,EU-27,HI,-1.925200506,1990,2004,I,0.87300922,20.83,23.86,55.31,25.89,2012,2012,I,1.042647712,23.47,22.51,54.02,29.08,0.169638492,7.836390814,1.711073398,0.20130989,0.754015055,1.579029731,3.59096274,5.939170445,1.628807437,0.11237141,0.590595858,0.970928418,2.636467323,8.413089996,1.830672641,0.257694936,0.687393431,1.623886981,4.013442006,7.582087776,2.251427508,0.015593141,0.237379573,1.636340363,3.441347192,8.090693851,1.170719289,0.387026639,1.270650536,1.521719098,3.740578288,5.890616007,2.291245626,0.013456234,0.227367962,1.147497383,2.211048802,5.987724884,0.966369249,0.211286586,0.953823753,0.794359454,3.061885843,8.351442357,2.420251463,0.01748108,0.300115382,1.594403096,4.019191335,8.474737635,1.24109382,0.497908792,1.07467148,1.653370865,4.007692677,0.576699182,1.897220368,0.119599243,0.082265961,0.056385046,0.08893848,-0.066621623,0.163419197,0.04485725,0.608101312,0.422479266,0.954495418,1.014763351,1.016485352,1.067079951
Djibouti,0.000765225,-117.551,12.4112,13.8665,0.00223,110.366,9.63742,0,Least Developed,37.76939805,34.14213953,2,0.464584,1433.17,Africa,LM,3.62725852,1990,2002,C,1.854731766,30.77,16.59,52.63,40,2012,2012,C,2.449430199,34.39,14.04,51.58,45.13,0.594698433,0.390226347,0.163995787,0.067364833,0.020341515,0.002829329,0.135694883,0.334403685,0.084049225,0.136717192,0.004242981,0.001870857,0.10752343,0.944778821,0.516317079,0.216738017,0.032671926,0.004825014,0.174226792,0.200137359,0.031227941,0.11053187,0.000655228,0.001381255,0.056341066,0.580315335,0.296763634,0.024197796,0.040027802,0.004277404,0.215048699,0.273522915,0.002374968,0.252117531,0.00010393,0.000780051,0.018146435,0.395284455,0.165723483,0.021316853,0.008382032,0.002961664,0.196900424,0.486618436,0.063097796,0.321092382,0.000761678,0.004318251,0.097348342,1.402939206,0.969536362,0.112383653,0.064582173,0.005331776,0.251105241,0.554552474,0.055822662,0.352321292,0.079946562,0.149373184,-0.069352359,0.012330411,0.016098534,0.001995685,0.000958472,0.038531909,0.028171453,2.883037515,1.445160289,2.89958525
Dominican Republic,0.0178837,179.969,136.508,16.8893,0.0130474,200.211,32.3152,1.295903,Rest of World,48.26221381,46.51170138,6,0.707893,6085.89,Latin America,UM,1.750512432,1990,1989,I,3.295529801,39.81,12.08,48.11,50.46,2012,2012,I,2.521156559,35.75,14.18,50.07,45.68,-0.774373242,0.363889073,0.122090906,0.00534355,0.038411641,0.019914541,0.178128431,0.289245578,0.109799587,0.00955663,0.023581983,0.008551246,0.137756129,0.499403298,0.142000683,0.005816147,0.04227103,0.028181156,0.281134283,0.150785551,0.050650757,0.000638,6.04E-05,0.001865485,0.097570899,0.576992595,0.193531055,0.0100491,0.07676288,0.037963597,0.258685962,0.161896568,0.074064648,0.010880141,5.39E-05,0.001473151,0.07542472,0.416594588,0.145534527,0.008233119,0.047110063,0.015629341,0.200087538,0.271770589,0.056386438,0.000735305,0.001142659,0.001761624,0.211744562,0.727036008,0.227614927,0.010896989,0.0833994,0.054600687,0.350524003,0.135514225,0.074643495,0.019909776,0.012291319,0.000472597,-0.00421308,0.003859389,0.014829657,0.008266615,0.011363295,0.103005852,0.040372302,2.675182812,2.57321445,3.826577496
Ecuador,0.00732976,246.764,277.568,14.3646,0.00564807,57.0895,13.8346,0.970641,Rest of World,51.01655343,48.73581839,5,0.726839,5192.88,Latin America,UM,2.280735043,1990,1987,I,3.389770723,38.44,11.34,50.2,50.49,2012,2012,I,2.659654395,35.4,13.31,51.28,46.57,-0.730116328,0.561009653,0.116621043,0.002639354,0.045889831,0.152406098,0.243453327,0.330491533,0.089777294,0.001936529,0.032519689,0.052233532,0.154024489,0.826004187,0.145332297,0.001793802,0.040123882,0.296195878,0.342558329,0.614410273,0.13344825,0.001913361,0.021015249,0.288008,0.170025413,0.507609034,0.099793835,0.003365347,0.070764412,0.016804197,0.316881242,0.389186187,0.123929633,0.001740658,0.007293169,0.096725329,0.159497399,0.271796879,0.055624955,0.002132399,0.05774621,0.007741736,0.148551579,0.908817651,0.155497493,0.000979053,0.0284954,0.514510603,0.209335103,0.743190723,0.135167101,0.002608552,0.051752363,0.077881152,0.475781555,0.264994534,0.23051812,0.028711254,0.026843749,-0.000845552,0.000702825,-0.005765949,0.013370141,0.143789779,0.100172566,0.099105002,0.089428839,0.8177556,0.698372367,0.826172764
El Salvador,0.0202724,494.996,187.156,15.6183,0.0235443,261.81,43.6432,9.00406,Rest of World,46.72152805,44.49025198,5,0.662375,3696.33,Latin America,LM,2.231276071,1990,1991,I,4.139,41.39,10,48.61,53.95,2012,2012,I,2.04599874,32.47,15.87,51.65,41.8,-2.09300126,0.473262244,0.154279748,0.03134669,0.036176396,0.010106634,0.241352777,0.25385014,0.107650416,0.007769994,0.016733742,0.003957923,0.117738066,0.776210862,0.180559305,0.042702223,0.04346219,0.036803915,0.472683229,0.20135244,0.100935604,0.002082952,0.00569303,0.010941433,0.081699421,0.745172049,0.207623892,0.060610428,0.066659762,0.009271835,0.401006132,0.148839097,0.116041569,0.001444731,0.001874477,0.002652,0.02682632,0.358861184,0.099259262,0.014095257,0.031593007,0.005263846,0.208649812,0.402106899,0.096444898,0.001959588,0.009825903,0.047048848,0.246827662,1.150314825,0.264673712,0.083444858,0.077098476,0.026558983,0.698538797,0.302948618,0.219412104,0.026279557,0.046629332,0.011355533,0.023576696,0.007285794,0.019442654,0.026697281,0.006148711,0.231330453,0.123614711,2.860718946,2.411068003,3.700834469
Estonia,0.0120376,85.667,280.154,17.6855,0.0018466,29.3983,4.69536,0.632354,Rest of World,35.38283303,27.94798592,3T,0.854625,17304.4,EU-27,HI,7.434847111,1990,1988,I,0.742937853,18.41,24.78,56.8,22.97,2012,2012,I,1.260609086,25.25,20.03,54.73,33.15,0.517671233,5.436246719,0.788674016,0.079305277,1.664758133,0.337331674,2.566177619,1.948453603,0.266856364,0.028672095,0.517794992,0.180484985,0.954645168,6.310788523,0.861812519,0.067521194,1.637719595,0.328541838,3.415193377,6.376003796,0.776295738,0.008112502,2.575283876,0.409771881,2.6065398,4.496489641,0.801052294,0.150498052,0.75423239,0.264891468,2.525815438,2.904911258,0.299060121,0.013550606,0.962137069,0.253941568,1.376221894,0.991995948,0.234652607,0.043793583,0.073452914,0.107028402,0.533068442,7.398796652,1.016260759,0.00929661,2.066735171,0.419936681,3.886567431,5.222780395,0.70736428,0.125745778,1.208704019,0.237146996,2.943819323,0.874541805,3.487793115,0.073138503,0.521817652,-0.011784083,0.050633182,-0.027038538,1.146963141,-0.008789836,0.15684669,0.849015758,1.611532451,0.705895923,0.341489244,0.705220666
Ethiopia,0.00363014,-91.8733,74.8054,14.8166,0.0197002,122.256,24.9271,1.181968,Least Developed,30.47807566,39.19584282,6,0.429436,379.381,Africa,LI,-8.717767162,1990,1995,C,2.341538462,38.05,16.25,45.7,44.56,2012,2010.5,C,1.32751938,27.4,20.64,51.95,33.17,-1.014019082,0.026214728,0.0162348,0.000922615,0.000772974,1.76E-05,0.008266708,0.019047854,0.012247009,0.001335515,0.000335572,7.09E-06,0.005122658,0.046542484,0.026924891,0.00173287,0.001454239,5.33E-05,0.016377151,0.015857296,0.014881538,0.000795882,3.39E-06,3.89E-06,0.000172591,0.036572161,0.017588062,0.001049349,0.001542558,3.14E-05,0.016360825,0.00762427,0.007183833,0.000310813,5.23E-05,9.52E-07,7.64E-05,0.030471438,0.017310184,0.002360216,0.000618848,1.32E-05,0.010168949,0.032599547,0.028641761,0.00334689,8.70E-05,3.95E-05,0.000484401,0.060485421,0.025208021,0.00011885,0.002821479,6.72E-05,0.032269901,0.020327755,0.007166874,0.010690091,0.003987791,0.000810255,-0.000412899,0.000681265,0.000437402,3.57E-05,1.05E-05,0.008110443,0.00314405,1.85540681,3.996636662,2.306330261
Fiji,0.000482571,93.4977,200.008,14.2026,0.0126452,43.7169,8.95268,0.311628,Rest of World,37.24000404,39.63101785,5,0.721959,4201.37,Asia-Pacific,UM,-2.391013802,1990,2002.5,C,1.816459443,30.68,16.89,52.43,39.62,2012,2008.5,C,2.135551448,34.66,16.23,49.11,42.78,0.319092005,1.043406101,0.222400637,0.07518774,0.066763608,0.188589736,0.490464379,0.810952902,0.21449208,0.06907935,0.043346891,0.142758427,0.341276153,1.270135287,0.231597461,0.068021065,0.055158442,0.343408116,0.571950203,0.601989329,0.138270903,0.002946251,0.027605898,0.198276242,0.234890034,1.484822873,0.306530372,0.14742923,0.105921319,0.17890323,0.746038723,0.520096663,0.172659592,0.001609502,0.036445941,0.112306663,0.197074965,1.101809141,0.256324568,0.136549199,0.050247841,0.173210192,0.485477342,0.820924018,0.124730477,0.003395642,0.02328197,0.384360733,0.285155196,1.719346556,0.338464445,0.132646487,0.087034914,0.302455499,0.858745211,0.226729186,0.232453199,0.009196824,0.007908557,-0.007166676,0.00610839,-0.011605166,0.023416717,0.15481838,0.045831309,0.081485825,0.149188225,2.09440401,2.11846993,2.466526899
Finland,0.00431494,11.6148,438.16,17.4613,0.00305262,15.381,4.47476,0.1348957,Most Developed,24.52894691,20.93105867,3T,0.881737,50960.2,EU-27,HI,3.597888231,1990,2004,I,1.001724138,23.24,23.2,53.56,27.92,2012,2012,I,0.952564103,22.29,23.4,54.31,27.12,-0.049160035,8.814680987,0.320182073,0.038589911,5.178071905,0.080919768,3.19691733,6.107670597,0.236288933,0.020986506,3.589718383,0.076010126,2.184666649,9.254536848,0.350340265,0.058555669,5.094774366,0.100874353,3.649992196,11.88975991,0.322322385,0.012134497,8.483024578,0.034076862,3.038201583,5.739602068,0.31804176,0.065045324,1.873119232,0.127762674,3.355633077,8.459201582,0.260358725,0.011644473,6.167894529,0.016616109,2.002687746,3.756139612,0.212219141,0.030328539,1.011542237,0.135404144,2.366645552,12.04823021,0.365962483,0.012465405,8.337384317,0.071815043,3.260602966,6.460843484,0.334718048,0.104645933,1.852164415,0.129933662,4.039381425,0.439855862,2.70701039,0.030158192,0.08389314,0.019965758,0.017603404,-0.083297539,1.588353522,0.019954584,0.004909642,0.453074866,1.012250682,0.536248343,0.444030039,0.482734901
France,0.0221956,237.244,103.553,15.5413,0.00901805,124.87,27.6352,6.023168,Most Developed,28.02446108,28.45205747,6,0.885878,45430.3,EU-27,HI,-0.427596391,1990,2004,I,1.153809972,24.53,21.26,54.21,30.8,2012,2012,I,1.314397649,26.84,20.42,52.73,33.1,0.160587677,2.843851786,0.69955665,0.16633263,0.398673492,0.091613381,1.487675633,2.483436943,0.669564538,0.243783779,0.286818708,0.076322813,1.206947105,2.936769864,0.700582616,0.121434111,0.401515276,0.088649792,1.624588069,2.568472086,0.973641883,0.08846738,0.335176316,0.071074939,1.100111569,3.119231486,0.425471418,0.244197881,0.462170667,0.112151823,1.875239697,2.158967742,0.908176966,0.12771145,0.21934559,0.066501255,0.83723248,2.807906144,0.43095211,0.359856107,0.354291826,0.086144371,1.576661731,2.564173168,0.924866867,0.060423976,0.34889086,0.054498286,1.175493178,3.30936656,0.476298366,0.182444246,0.454139691,0.122801298,2.073682959,0.092918078,0.360414843,0.001025966,0.029992112,-0.044898519,-0.077451149,0.002841784,0.111854784,-0.002963589,0.015290568,0.136912436,0.280728528,1.290617421,1.300578091,1.214430752
Gambia,0.00368642,-83.2807,90.8565,12.6674,0.00426943,25.0493,22.9304,5.056549,Least Developed,44.98925553,39.95004298,5,0.440201,505.761,Africa,LI,5.039212551,1990,1998,C,2.737777778,36.96,13.5,49.56,47.56,2012,2003.29,C,2.741815476,36.85,13.44,49.71,47.33,0.004037698,0.271536212,0.147823161,0.006209348,0.002079731,0.005186621,0.110237351,0.223608212,0.10909243,0.015441469,0.000926234,0.014735554,0.083412525,0.337825591,0.161811395,0.008944984,0.004285452,0.011469346,0.151314415,0.089436215,0.073031166,0.000238285,0.000589846,0.002708709,0.01286821,0.45363621,0.222615157,0.01218041,0.003569616,0.007664534,0.207606493,0.099784242,0.07329331,0.00087346,4.82E-05,0.006059859,0.019509455,0.347432181,0.14489155,0.030009477,0.001804311,0.02341125,0.147315594,0.096036947,0.045741975,0.001272605,0.002778945,0.007878313,0.038365109,0.579614236,0.277880814,0.016617363,0.005791958,0.015060378,0.264263721,0.066289379,0.047928001,0.013988233,0.038730731,0.002735636,-0.009232121,0.002205721,0.001153497,0.006282725,-0.009548933,0.041077064,0.026824827,6.035325504,3.481834159,5.072175864
Georgia,0.00399482,-5.92464,100.901,13.9324,0.0139894,90.5843,12.146,0.39266,Rest of World,40.33545906,30.61379199,3B,0.747002,3710.7,Middle East/Central Asia,LM,9.721667078,1990,1996,C,1.597826087,27.93,17.48,54.59,37.13,2012,2012,C,1.992903226,30.89,15.5,53.61,41.35,0.395077139,0.298270811,0.145945989,0.011517118,0.011359699,0.006696008,0.122751996,0.157301569,0.088239255,0.018805458,0.000189547,0.002731659,0.047335644,0.531439371,0.172907316,0.020013626,0.029487228,0.024761486,0.284269715,0.14472681,0.027821626,0.005971361,0.018429415,0.004129284,0.088375123,0.451814811,0.264070352,0.017062874,0.004289983,0.009262733,0.15712887,0.038434825,0.010954476,0.008514321,0.000261793,0.000699704,0.018004519,0.276168313,0.165524034,0.029096595,0.000117301,0.004763614,0.07666677,0.259988572,0.037886712,0.018665483,0.010971973,0.014197678,0.178266726,0.802890171,0.30792792,0.021361769,0.048002483,0.035325294,0.390272704,0.233168561,0.140969242,0.026961327,0.057706734,0.008496508,-0.00728834,0.018127529,0.011170152,0.018065478,0.003964349,0.161517719,0.075416352,3.088174859,7.185366775,3.121845998
Germany,0.0328238,151.182,151.013,20.4457,0.00672808,208.717,34.0656,4.754969,Most Developed,27.2827464,26.55131649,5,0.914763,46822.4,EU-27,HI,0.731429909,1990,2006,I,1.257905138,25.46,20.24,54.31,32.78,2012,2011,I,1.102373197,23.69,21.49,54.83,30.13,-0.155531941,3.187625177,0.487942504,0.089885932,0.518525077,0.070527552,2.020744112,2.504112728,0.458697489,0.11759216,0.34825154,0.060448723,1.519122816,4.210481071,0.694117519,0.102549192,0.686046062,0.087482641,2.640285658,3.005910777,0.479048616,0.042062885,0.456478449,0.054696613,1.973624215,3.369339577,0.496836392,0.137708978,0.580571706,0.086358491,2.067864009,2.068344933,0.349342731,0.040940402,0.228529479,0.038501656,1.411030666,2.939880522,0.568052247,0.194243918,0.467973601,0.082395791,1.627214965,4.101815355,0.726948393,0.041743923,0.673436994,0.073484257,2.586201789,4.319146788,0.661286645,0.16335446,0.69865513,0.101481026,2.694369527,1.022855894,0.68351245,0.206175015,0.029245015,0.01266326,-0.027706228,0.167520985,0.170273538,0.016955089,0.010078829,0.619541546,0.501621296,1.052984207,1.42136859,1.12090472
Ghana,0.005499,-346.893,158.585,16.0277,0.00559459,87.6781,4.61538,3.76201,Rest of World,37.74056965,35.2479458,6,0.571864,1627.9,Africa,LM,2.492623854,1990,1991.73,C,1.717787913,30.13,17.54,52.33,38.44,2012,2005.67,C,2.160608063,32.69,15.13,52.17,42.77,0.44282015,0.226361128,0.087488181,0.006302757,0.010581444,0.040004925,0.081983819,0.155219114,0.060037014,0.006996439,0.013601904,0.017467646,0.05711611,0.319597795,0.114723227,0.009531702,0.012243321,0.045447036,0.137652509,0.181780568,0.128328075,0.000247699,0.015297274,0.015762973,0.022144544,0.270941687,0.046648287,0.012357815,0.005865615,0.064246877,0.141823094,0.137593537,0.086829275,2.16E-06,0.024085977,0.012472316,0.014203806,0.172844691,0.033244753,0.013990716,0.003117832,0.022462976,0.100028414,0.213241014,0.154608749,0.000368295,0.016070271,0.00756112,0.034632578,0.425954576,0.074837705,0.018695108,0.00841637,0.083332952,0.24067244,0.093236667,0.071142014,0.027235047,0.027451167,0.003228945,-0.000693682,0.001661876,-0.00302046,0.005442111,0.022537279,0.05566869,0.024867709,1.997526496,1.256197744,1.490487628
Greece,0.0135043,-56.7943,89.4494,18.4088,0.00380404,68.8396,6.37622,4.22946,Most Developed,34.05766428,33.79911614,5,0.864588,25987.4,EU-27,HI,0.258548136,1990,2004,I,1.34067086,25.58,19.08,55.32,33.97,2012,2012,I,1.552845528,26.74,17.22,56.04,36.68,0.212174668,2.043388727,0.420527856,0.18121528,0.159225833,0.072568517,1.209851241,1.443753515,0.34305689,0.16609344,0.102668187,0.030060732,0.801874266,2.268914088,0.442259851,0.150368477,0.166240512,0.110127714,1.399917535,1.407923518,0.347409148,0.024054914,0.028286397,0.044419838,0.963753222,2.678853935,0.493646563,0.338375647,0.290165269,0.100717196,1.45594926,1.108243612,0.358789544,0.023033454,0.015478127,0.012150596,0.698791891,1.779263417,0.327324237,0.309153426,0.189858246,0.047970868,0.90495664,1.703535981,0.348123588,0.02436519,0.039021536,0.083341747,1.208683921,2.834292195,0.536396113,0.276371765,0.293459488,0.13691368,1.591151149,0.225525361,0.599635212,0.021731995,0.077470965,-0.030846803,0.01512184,0.007014679,0.056557646,0.037559197,0.042507785,0.190066294,0.407976975,1.663770079,1.605480418,1.902698478
Guatemala,0.0103186,381.92,226.93,16.5469,0.0169237,150.566,19.7545,1.772824,Rest of World,49.20396037,51.28717997,5,0.623908,3233.8,Latin America,LM,-2.083219603,1990,1989,I,5.974457216,46.78,7.83,45.4,59.6,2012,2011,I,3.593642612,41.83,11.64,46.53,52.35,-2.380814604,0.404719875,0.149415913,0.011208194,0.028778289,0.012061656,0.203255824,0.265320704,0.106375048,0.020332272,0.017078181,0.004823102,0.116712101,0.566541465,0.166949704,0.012241719,0.038836099,0.020758305,0.327755639,0.280719129,0.169903681,0.008168595,0.005471361,0.017183366,0.079992127,0.528720621,0.128928145,0.014247793,0.052085216,0.006939945,0.326519522,0.234033876,0.152557285,0.035384621,0.004765144,0.00496613,0.036360696,0.296607532,0.060192812,0.005279924,0.029391217,0.004680074,0.197063505,0.345151725,0.167874974,0.008424613,0.007337784,0.027583038,0.133931317,0.787931206,0.166024434,0.016058826,0.070334413,0.013933573,0.52157996,0.161821591,0.139399171,0.017533791,0.043040864,0.001033525,-0.009124078,0.01005781,0.011700108,0.00869665,0.007238554,0.124499814,0.086543724,2.282854608,1.267370079,1.883450635
Guinea-Bissau,0.00449469,-246.831,198.145,18.3779,0.00857644,43.1174,11.7141,0.844972,Least Developed,38.01361068,47.50399044,6,0.416758,681.254,Africa,LI,-9.490379761,1990,1993,C,2.272126816,34.4,15.14,50.46,43.61,2012,2010,C,3.283815481,42,12.79,45.21,50.66,1.011688665,0.168922689,0.138479806,0.003088184,0.003151445,0.003387232,0.020816021,0.105942442,0.072468707,0.003587711,0.002768227,0.002682345,0.024435452,0.161292489,0.131116181,0.000732866,0.002732104,0.007416692,0.019294646,0.21531182,0.197976847,7.63E-05,0.00594093,0.005566093,0.005751623,0.122533558,0.078982765,0.006100039,0.000361961,0.001208372,0.03588042,0.085482122,0.073014864,0.000354377,0.00483707,0.003506459,0.003769351,0.126402762,0.071922549,0.006821045,0.000699383,0.001858231,0.045101554,0.224349371,0.205794307,0.00015202,0.004552434,0.012132907,0.001717702,0.098235606,0.056438054,0.001313711,0.000911774,0.002700478,0.036871589,-0.0076302,0.062980247,-0.007363626,0.0660111,-0.002355318,-0.000499528,-0.000419341,0.000383219,0.00402946,0.000704887,-0.001521376,-0.003619431,0.437868872,1.478704077,0.569098145
Haiti,0.0112273,60.9525,96.5635,12.9775,0.0303582,277.113,39.3053,4.55124,Least Developed,53.94787502,54.46617304,6,0.478859,749.129,Latin America,LI,-0.518298013,1990,2001,I,5.639150943,47.82,8.48,43.69,59.48,2012,2012,I,6.453815261,48.21,7.47,44.31,60.79,0.814664318,0.092915098,0.053012698,0.002067298,0.002055974,0.004173582,0.031605547,0.074219425,0.039688483,0.002685459,0.002229691,0.003376741,0.026239051,0.105337127,0.055330488,0.002232067,0.004760168,0.005546456,0.037467945,0.007517807,0.004892716,7.09E-06,2.90E-06,0.000430215,0.002184891,0.17831239,0.101132679,0.004127506,0.004109051,0.00791695,0.061026204,0.011509204,0.00889916,1.71E-06,4.40E-06,0.000336048,0.002267887,0.136929645,0.070477806,0.005369205,0.004454984,0.006417434,0.050210216,0.006151155,0.003253446,1.43E-05,1.99E-05,0.000275955,0.002587532,0.204523099,0.107407529,0.004449823,0.009500434,0.010816956,0.072348357,0.012422029,0.018695674,0.00231779,0.013324215,0.000164769,-0.000618161,0.002704195,-0.000173718,0.001372873,0.000796841,0.005862397,0.005366496,33.24954323,11.89740328,23.71867149
Honduras,0.0113782,344.005,207.944,16.3328,0.00878591,67.4859,13.9856,0.669418,Rest of World,52.31394112,50.94505394,3B,0.607094,2269.51,Latin America,LM,1.36888718,1990,1990,I,5.018763797,45.47,9.06,45.46,57.36,2012,2012,I,4.992349727,45.68,9.15,45.17,57.4,-0.02641407,0.360966434,0.115496927,0.01341566,0.037230368,0.01630341,0.178520069,0.247614847,0.088251871,0.026754109,0.033845817,0.006076677,0.092686372,0.445583816,0.150027549,0.017305477,0.035733219,0.024965139,0.217552432,0.234096066,0.12070718,0.00941017,0.022523266,0.023362712,0.058092738,0.487836803,0.110286674,0.017421151,0.051937471,0.009244108,0.298947399,0.235312269,0.123046456,0.047422325,0.024633198,0.008805932,0.031404358,0.259917425,0.053457287,0.006085894,0.043058436,0.003347421,0.153968387,0.313300885,0.156157539,0.013423461,0.013310904,0.033383496,0.097025485,0.577866748,0.143897558,0.021187494,0.058155535,0.016546782,0.338079379,0.084617382,0.113351587,0.034530622,0.027245056,0.003889817,-0.013338449,-0.001497149,0.003384551,0.008661729,0.010226733,0.039032364,0.085833696,1.844446588,1.104563848,2.083917138
Hungary,0.01483,32.4767,133.445,16.0531,0.000981588,43.2507,11.9501,12.6983,Rest of World,28.51176259,27.16198671,5,0.823268,13964.2,EU-27,HI,1.349775875,1990,1989,I,0.879625864,21.63,24.59,53.78,25.05,2012,2012,I,1.13144208,23.93,21.15,54.93,30.55,0.251816216,1.77405264,0.373440513,0.047455141,0.258715351,0.021213438,1.073228197,1.129563316,0.37698418,0.056469645,0.160052961,0.030243744,0.505812786,2.691698583,0.636528774,0.052317849,0.299343094,0.011596196,1.69191267,1.762900906,0.565235488,0.03614855,0.204847434,0.012099833,0.944569602,1.785204374,0.181645538,0.058761733,0.312583268,0.030327044,1.201886792,1.195190545,0.589304898,0.064790835,0.109299275,0.018952846,0.412842691,1.063936087,0.164663462,0.048148455,0.210806647,0.041534642,0.598782881,2.83212214,0.999585174,0.025509636,0.25516456,0.003693781,1.548168988,2.551275026,0.273472374,0.079126061,0.343521627,0.019498612,1.835656352,0.917645943,0.644489324,0.263088261,-0.003543667,0.004862707,-0.009014504,0.040627743,0.09866239,-0.009617242,-0.009030306,0.618684474,0.567415411,0.900835098,0.890181144,1.012651572
India,0.00837819,-104.863,91.4888,13.4614,0.0402188,397.777,41.2588,26.54163,Rest of World,44.61677497,43.59653971,6,0.599959,1513.85,Asia-Pacific,LM,1.020235264,1990,1993.5,C,1.185759927,25.98,21.91,52.12,30.82,2012,2011.5,C,1.499749875,29.98,19.99,50.02,35.46,0.313989948,0.045996837,0.012649999,0.002461138,0.002404782,0.001162203,0.027318721,0.023780571,0.006329835,0.001581397,0.000958249,0.000545508,0.014365579,0.086399238,0.019652288,0.00238035,0.005103958,0.001609939,0.057652708,0.039387892,0.014264757,2.25E-05,0.000323688,0.002136365,0.022640637,0.052605783,0.01103524,0.004899824,0.004485877,0.000188041,0.031996806,0.019070272,0.008074545,1.51E-05,7.77E-05,0.001068344,0.009834541,0.028490869,0.004585125,0.003147652,0.0018388,2.27E-05,0.018896618,0.074439891,0.022080273,5.48E-05,0.001017784,0.003056073,0.048230985,0.098358584,0.017224302,0.004705915,0.009190131,0.000163805,0.067074431,0.040402401,0.022216267,0.007002289,0.006320164,-8.08E-05,0.000879741,0.002699175,0.001446533,0.000447736,0.000616694,0.030333987,0.012953142,1.321315526,1.493993798,1.335582606
