Country,AQ,CSEQ,CSTORE,REC,WQ,WA,LIVE,CROP,Dev,avg_gini9505,avg_gini8595,Data.Quality,HDI,Per.Capita.GDP,Region,Income.Group,gini_change,Approximate.year_90,Survey.year_90,Survey.type_90,Palma.ratio_90,Share.of.richest.10._90,Share.of.poorest.40._90,Share.of..middle..50._90,Gini.index_90,Approximate.year_2012,Survey.year_2012,Survey.type_2012,Palma.ratio_2012,Share.of.richest.10._2012,Share.of.poorest.40._2012,Share.of..middle..50._2012,Gini.index_2012,palma_change,total_EF9505,crop_EF9505,grazing_EF9505,forest_EF9505,fishing_EF9505,carbon_EF9505,total_EF8595,crop_EF8595,grazing_EF8595,forest_EF8595,fishing_EF8595,carbon_EF8595,total_EF0515,crop_EF0515,grazing_EF0515,forest_EF0515,fishing_EF0515,carbon_EF0515,EFExportsPerCap_total_EF9505,EFExportsPerCap_crop_EF9505,EFExportsPerCap_grazing_EF9505,EFExportsPerCap_forest_EF9505,EFExportsPerCap_fishing_EF9505,EFExportsPerCap_carbon_EF9505,EFImportsPerCap_total_EF9505,EFImportsPerCap_crop_EF9505,EFImportsPerCap_grazing_EF9505,EFImportsPerCap_forest_EF9505,EFImportsPerCap_fishing_EF9505,EFImportsPerCap_carbon_EF9505,EFExportsPerCap_total_EF8595,EFExportsPerCap_crop_EF8595,EFExportsPerCap_grazing_EF8595,EFExportsPerCap_forest_EF8595,EFExportsPerCap_fishing_EF8595,EFExportsPerCap_carbon_EF8595,EFImportsPerCap_total_EF8595,EFImportsPerCap_crop_EF8595,EFImportsPerCap_grazing_EF8595,EFImportsPerCap_forest_EF8595,EFImportsPerCap_fishing_EF8595,EFImportsPerCap_carbon_EF8595,EFExportsPerCap_total_EF0515,EFExportsPerCap_crop_EF0515,EFExportsPerCap_grazing_EF0515,EFExportsPerCap_forest_EF0515,EFExportsPerCap_fishing_EF0515,EFExportsPerCap_carbon_EF0515,EFImportsPerCap_total_EF0515,EFImportsPerCap_crop_EF0515,EFImportsPerCap_grazing_EF0515,EFImportsPerCap_forest_EF0515,EFImportsPerCap_fishing_EF0515,EFImportsPerCap_carbon_EF0515,EF_change05.95,EF_change95.85,EF_cropchange05.95,EF_cropchange95.85,EF_grazingchange05.95,EF_grazingchange95.85,EF_forestchange05.95,EF_forestchange95.85,EF_fishingchange05.95,EF_fishingchange95.85,EF_carbonchange05.95,EF_carbonchange95.85,ImpExp_EFratio0515,ImpExp_EFratio8595,ImpExp_EFratio9505
Niger,0.000732651,-97.0926,28.6734,13.8813,0.00269347,45.3253,4.38719,3.280988,Least Developed,43.07096383,40.77922885,5,0.342293,410.914,Africa,LI,2.291734971,1990,1992.85,C,1.535732916,29.44,19.17,51.39,36.1,2012,2011,C,1.223611111,26.43,21.6,51.96,31.45,-0.312121805,0.116175752,0.021558802,0.065549444,0.001054299,0.000405756,0.027607451,0.092947405,0.016333769,0.051174252,0.000446559,0.000463143,0.024529685,0.101476251,0.02416347,0.033941794,0.000869384,0.000734523,0.041767084,0.15134556,0.014572196,0.129047389,0.000111467,0.000430871,0.007183638,0.081005944,0.028545407,0.002051499,0.001997131,0.000380642,0.048031264,0.108791705,0.009638094,0.094102515,3.69E-05,4.32E-05,0.004971004,0.077103104,0.023029444,0.008245988,0.000856259,0.000883046,0.044088366,0.094503921,0.016508216,0.066103522,0.000192098,0.000222024,0.01147807,0.108448581,0.031818724,0.001780066,0.001546671,0.001247021,0.072056098,-0.0146995,0.023228347,0.002604669,0.005225033,-0.03160765,0.014375192,-0.000184915,0.00060774,0.000328766,-5.74E-05,0.014159633,0.003077766,1.147556415,0.708722269,0.535238323
Nigeria,0.00653831,-271.444,108.724,15.2029,0.0137553,147.405,13.614,9.61196,Rest of World,44.86505207,42.24153773,5,0.504699,2612.12,Africa,LM,2.623514339,1990,1992,C,2.42912471,31.36,12.91,55.73,44.98,2012,2009.83,C,2.170424403,32.73,15.08,52.2,42.97,-0.258700307,0.087781541,0.02289879,0.004611564,0.002529594,0.014193636,0.043547956,0.066404099,0.013114027,0.00455409,0.001375843,0.016860731,0.030499406,0.151188371,0.030112086,0.005143676,0.004111627,0.032074904,0.079746079,0.025238877,0.012639567,1.51E-05,0.000440219,0.000208564,0.011935462,0.150324205,0.033158013,0.009208065,0.004618968,0.028178708,0.075160451,0.023005794,0.009512194,1.83E-05,0.000355324,0.000278602,0.012841351,0.109802403,0.01671586,0.009089861,0.002396361,0.03344286,0.048157461,0.034084288,0.014307928,1.32E-05,0.000522162,0.000763275,0.018477746,0.268292454,0.045916243,0.010274173,0.007701092,0.063386534,0.141014412,0.06340683,0.021377442,0.007213296,0.009784763,0.000532112,5.75E-05,0.001582033,0.001153751,0.017881268,-0.002667095,0.036198122,0.01304855,7.871440831,4.772815129,5.956057491
Norway,0.00298342,-118.489,162.271,13.1634,0.00349393,13.2476,2.33394,0.02290886,Most Developed,24.24385067,23.52538303,4,0.942293,100172,Other Europe,HI,0.718467634,1990,2004,I,1.237141557,27.18,21.97,50.85,31.72,2012,2012,I,0.880741677,20.9,23.73,55.38,25.9,-0.35639988,9.05199671,0.315755018,0.056119021,1.394039795,2.560730269,4.725352607,6.116527801,0.230705025,0.046392339,1.093299987,1.325687049,3.420443401,9.164411591,0.402982842,0.055445498,1.063090075,2.778157456,4.864735721,11.76421618,0.114387117,0.069762323,1.742489435,4.132849906,5.704727401,6.339777238,0.51712292,0.04247572,1.045590155,0.988610631,3.745977813,7.58114218,0.092735056,0.063380498,1.516680721,2.275136448,3.633209458,4.651913423,0.368674995,0.02940418,0.669919254,0.37623765,3.207677344,11.77270757,0.15176664,0.05517291,1.356797026,4.619800802,5.589170192,6.556115613,0.654199044,0.055718085,0.769383124,0.93651411,4.14030125,0.11241488,2.935468909,0.087227823,0.085049993,-0.000673524,0.009726682,-0.33094972,0.300739808,0.217427187,1.23504322,0.139383114,1.304909206,0.556891061,0.613616433,0.538903497
Pakistan,0.00340114,-114.452,51.2376,13.7735,0.0137033,150.545,24.3397,6.511828,Rest of World,31.08358194,33.03133022,6,0.532065,1218.6,Asia-Pacific,LM,-1.947748276,1990,1990.5,C,1.330383481,27.06,20.34,52.6,33.25,2012,2010.5,C,1.12516469,25.62,22.77,51.62,29.59,-0.205218791,0.080967147,0.03027203,0.001810716,0.003774429,0.002522903,0.042587075,0.073650677,0.031453468,0.002520812,0.003580834,0.001689539,0.034406029,0.129000465,0.037508149,0.002101137,0.005424488,0.003281453,0.080685238,0.048472533,0.022271219,0.000114092,1.28E-07,0.005012475,0.021074629,0.113461762,0.038272841,0.00350734,0.007548729,3.33E-05,0.064099521,0.048848857,0.024457124,0.000339316,1.09E-05,0.003357418,0.020684084,0.098452497,0.038449811,0.004702307,0.007150754,2.17E-05,0.048127974,0.072103743,0.029333124,0.000317193,0.000229912,0.00647241,0.035751109,0.185897186,0.045683174,0.003885081,0.010619063,9.05E-05,0.125619366,0.048033317,0.00731647,0.007236119,-0.001181437,0.000290422,-0.000710096,0.001650059,0.000193594,0.000758551,0.000833364,0.038098162,0.008181046,2.578190522,2.015451377,2.340743381
Panama,0.0125102,-136.918,255.083,16.2438,0.00781488,43.1598,13.7182,0.4553468,Rest of World,49.95342245,49.23337955,3B,0.77245,8410.77,Latin America,UM,0.7200429,1990,1991,I,5.987323944,42.51,7.1,50.38,58.19,2012,2012,I,3.6456621,39.92,10.95,49.12,51.9,-2.341661844,0.621349964,0.123262618,0.030815382,0.047720736,0.104685036,0.314866193,0.444389731,0.103445722,0.018578768,0.050056448,0.05610264,0.216206153,1.254447115,0.15225428,0.0357896,0.055493823,0.185936231,0.824973182,0.429394498,0.051362143,0.051088778,0.019399133,0.190824349,0.116720095,0.81330543,0.195163092,0.010541987,0.076042339,0.018545723,0.51301229,0.263923601,0.070686761,0.031834694,0.005060577,0.099430147,0.056911422,0.624855861,0.136204683,0.005322841,0.095052319,0.012775133,0.375500885,0.988154695,0.052159084,0.049389375,0.030047718,0.344810341,0.511748176,1.520739536,0.252349475,0.022189824,0.080939928,0.027062122,1.138198188,0.633097151,0.176960233,0.028991662,0.019816895,0.004974217,0.012236615,0.007773087,-0.002335712,0.081251196,0.048582396,0.51010699,0.098660039,1.538969095,2.367563414,1.894075107
Papua New Guinea,0.00760021,587.492,339.754,11.0318,0.00464401,13.7745,0.684052,0.0148474,Rest of World,49.05568296,40.0481485,3B,0.500658,1871.21,Asia-Pacific,LM,9.007534466,1990,1996,C,4.582207207,40.69,8.88,50.43,55.43,2012,2009.67,C,2.290119131,32.68,14.27,53.05,43.88,-2.292088076,0.635530575,0.14393866,0.031111253,0.145362516,0.075798082,0.239320069,0.563185466,0.156085294,0.056294398,0.144126882,0.040607193,0.166071699,0.805238454,0.129312718,0.022075371,0.152706529,0.116521579,0.384622258,0.849220796,0.197096945,9.89E-06,0.283586453,0.132840696,0.23568682,0.421840354,0.090780374,0.062212615,0.007138579,0.018755469,0.242953318,0.698377957,0.215760255,4.34E-06,0.283697324,0.024593352,0.174322683,0.427992976,0.096410334,0.112584453,0.004556441,0.056621033,0.157820715,0.963623392,0.172151399,1.92E-05,0.297172807,0.217016398,0.277263632,0.646853516,0.086474038,0.044131585,0.008240252,0.016026759,0.491980883,0.169707879,0.072345108,-0.014625941,-0.012146635,-0.009035882,-0.025183146,0.007344013,0.001235634,0.040723496,0.03519089,0.145302189,0.07324837,0.671272119,0.612838609,0.496738134
Paraguay,0.00427607,43.0438,151.813,13.5631,0.0022665,15.3366,16.2678,1.504543,Rest of World,49.94880871,43.72620348,3B,0.669333,3557.31,Latin America,LM,6.222605232,1990,1990,I,1.918278228,30.75,16.03,53.23,40.84,2012,2012,I,2.951104101,37.42,12.68,49.91,48.17,1.032825873,0.895133564,0.439376367,0.110314547,0.036566288,0.000664685,0.308211678,0.589411765,0.324008543,0.111353865,0.033250589,0.000423154,0.120375609,1.689437099,0.79231645,0.313892168,0.039205637,0.000870568,0.543152279,1.20995875,0.826669609,0.196040657,0.047711492,5.00E-05,0.139487036,0.580308378,0.052083125,0.024588437,0.025421083,0.001279413,0.476936321,0.923907582,0.613133137,0.18866002,0.050491299,3.55E-05,0.071587658,0.254915947,0.034883949,0.034047711,0.016009879,0.000810848,0.16916356,2.441230733,1.534201509,0.621485727,0.036729172,2.74E-05,0.248786948,0.937643465,0.050431392,0.006298609,0.041682102,0.001713754,0.837517609,0.794303536,0.305721799,0.352940083,0.115367824,0.203577621,-0.001039319,0.00263935,0.003315699,0.000205883,0.000241531,0.2349406,0.187836069,0.384086376,0.275910656,0.479610051
Peru,0.00421213,452.824,233.912,15.6687,0.00255238,21.2417,3.54995,0.0469367,Rest of World,52.79493743,52.05648473,6,0.728052,5684.73,Latin America,UM,0.738452702,1990,1994,C,2.325630252,33.21,14.28,52.51,44.02,2012,2012,I,2.484536082,33.74,13.58,52.66,45.11,0.15890583,0.343348144,0.087621792,0.009449449,0.016013099,0.058869575,0.171394228,0.222509142,0.066061552,0.011244722,0.009978699,0.035701238,0.099522931,0.541446483,0.119416721,0.012004285,0.036269983,0.091453401,0.282302093,0.328802015,0.031880373,0.005871813,0.004632819,0.110690528,0.175726482,0.357894273,0.143363211,0.013027086,0.027393379,0.007048623,0.167061975,0.19562266,0.0194693,0.002350468,0.00090007,0.069129459,0.103773363,0.249395624,0.112653805,0.020138975,0.019057328,0.002273017,0.095272499,0.495781228,0.058216863,0.013276615,0.011656945,0.167030857,0.245599949,0.587111737,0.180616579,0.010731955,0.060883022,0.015875945,0.319004236,0.198098339,0.120839002,0.031794929,0.021560239,0.002554835,-0.001795272,0.020256884,0.0060344,0.032583826,0.023168337,0.110907864,0.071871297,1.184215343,1.274881058,1.08847956
Philippines,0.012768,84.7253,186.969,15.8165,0.0284946,273.038,12.2013,9.16006,Rest of World,43.52169019,41.18537085,5,0.657463,2379.44,Asia-Pacific,LM,2.33631934,1990,1991,C,2.282894737,34.7,15.2,50.11,43.82,2012,2012,C,2.173064411,33.4,15.37,51.22,43.04,-0.109830326,0.255914386,0.081174062,0.017370459,0.01798735,0.0183419,0.121040611,0.193346152,0.068281081,0.006885623,0.012852995,0.017266087,0.088060363,0.264174335,0.075554463,0.014192587,0.013728352,0.017461734,0.143237199,0.14707885,0.065143705,0.000336604,0.004956023,0.019482952,0.057159558,0.364749921,0.097204418,0.034404314,0.031018677,0.017200848,0.184921664,0.141249629,0.080210383,1.08E-05,0.0074549,0.016980855,0.036592716,0.245442675,0.056351778,0.013760478,0.01825109,0.017551319,0.13952801,0.18658573,0.05482771,0.000673194,0.007197776,0.019426701,0.104460349,0.341762939,0.096281216,0.027711981,0.020258928,0.015496766,0.182014048,0.008259949,0.062568234,-0.005619599,0.012892981,-0.003177872,0.010484837,-0.004258998,0.005134355,-0.000880166,0.001075812,0.022196588,0.032980248,1.831667082,1.737651821,2.479961733
Poland,0.0202637,71.2311,155.669,17.0606,0.00512864,112.718,20.6461,5.472292,Most Developed,29.76229183,26.55998256,6,0.837545,13769.5,EU-27,HI,3.202309269,1990,1989,I,0.936686904,21.6,23.06,55.34,26.89,2012,2012,I,1.287239451,25.32,19.67,55.02,33.08,0.350552547,1.081568768,0.157460936,0.024092672,0.149723999,0.036602554,0.713688608,0.613573996,0.123053683,0.031526433,0.045792138,0.038750635,0.374451107,1.997762462,0.320127636,0.028806283,0.287251863,0.063305592,1.298271088,1.106164578,0.160968064,0.026820532,0.133407057,0.028118192,0.756850733,1.056972959,0.153953808,0.021364812,0.166040941,0.045086915,0.670526484,0.693814441,0.113639472,0.019962697,0.057868006,0.036644823,0.465699443,0.533333551,0.132467894,0.04309017,0.03371627,0.040856447,0.283202771,1.97540998,0.381462379,0.02399904,0.218968295,0.048694649,1.302285618,2.020114944,0.258792893,0.033613527,0.355535431,0.077916535,1.294256557,0.916193693,0.467994772,0.1626667,0.034407253,0.004713611,-0.007433762,0.137527864,0.103931861,0.026703039,-0.002148081,0.584582479,0.339237501,1.022630727,0.768697681,0.955529566
Portugal,0.0166172,290.387,135.557,15.8219,0.00663192,87.4482,16.6071,2.62604,Most Developed,36.08846887,31.85556322,5,0.826513,23217.3,EU-27,HI,4.232905645,1990,2004,I,1.754126352,30.82,17.57,51.6,38.9,2012,2012,I,1.495422725,27.77,18.57,53.65,36.04,-0.258703627,2.562531253,0.433649288,0.101956061,0.522618561,0.139145555,1.365161789,1.878836076,0.512909941,0.086269257,0.391902539,0.101710979,0.78604336,3.230802594,0.509973253,0.134617348,0.612501177,0.187121585,1.78658923,1.941058571,0.136685518,0.010481533,0.726168003,0.071554978,0.996168539,3.184003935,0.730613058,0.193430589,0.319069118,0.206736132,1.734155038,1.326713669,0.076557261,0.005302966,0.62062813,0.070082264,0.554143048,2.430958484,0.949262621,0.167235549,0.163176948,0.133339693,1.017943673,2.662345426,0.218314471,0.024502527,0.877643116,0.117009947,1.424875365,3.799259762,0.801632036,0.244732169,0.347359239,0.257233224,2.148303094,0.668271341,0.683695176,0.076323966,-0.079260653,0.032661288,0.015686804,0.089882617,0.130716021,0.04797603,0.037434576,0.421427441,0.579118428,1.427034871,1.832315849,1.64034408
Romania,0.0109615,114.81,119.093,16.9767,0.0271236,77.935,13.7193,11.31888,Rest of World,29.26766461,23.48996005,5,0.787848,9213.94,EU-27,UM,5.777704555,1990,1989,I,0.770866774,19.21,24.92,55.87,23.31,2012,2012,I,1.37599094,24.3,17.66,58.03,34.88,0.605124166,0.58542054,0.100352834,0.021489862,0.07301552,0.009973407,0.380588916,0.343268526,0.075245153,0.021108684,0.025937038,0.00480799,0.216169661,1.142480491,0.24795922,0.038685155,0.145579209,0.015827018,0.694429889,0.675806706,0.107863036,0.031056991,0.104609564,0.000362309,0.431914806,0.495034373,0.092842633,0.011922733,0.041421476,0.019584505,0.329263026,0.319581483,0.053327683,0.011730723,0.034353722,0.000597367,0.219571988,0.366955568,0.097162623,0.030486645,0.017520354,0.009018613,0.212767334,1.167004213,0.301222826,0.051251185,0.178314149,0.001098442,0.635117611,1.117956769,0.194695614,0.026119124,0.11284427,0.030555594,0.753742167,0.557059951,0.242152014,0.147606385,0.025107682,0.017195292,0.000381178,0.072563689,0.047078482,0.005853611,0.005165417,0.313840972,0.164419255,0.957971493,1.148237892,0.732508821
Russian Federation,0.00238338,-18.4171,195.408,13.4769,0.000866851,6.86104,0.976527,0.567995,Rest of World,38.44869595,30.74298733,6,0.794929,13320.2,Other Europe,UM,7.70570862,1990,1988,I,0.790329134,19.45,24.61,55.94,23.8,2012,2012,C,2.016270338,32.22,15.98,51.81,41.59,1.225941204,0.752681514,0.102820573,0.047117602,0.147610424,0.04901504,0.406117875,0.533420845,0.099316987,0.047781354,0.071698175,0.040272879,0.27435145,1.048785343,0.164111128,0.063489552,0.193250361,0.067101984,0.560832318,1.012674199,0.063647227,0.001842406,0.277096021,0.064006988,0.606081557,0.49268883,0.141993919,0.092392798,0.018124827,0.034023092,0.206154194,0.640386408,0.027668336,0.006089237,0.139459078,0.066323854,0.400845904,0.426455281,0.170965638,0.089473471,0.003937273,0.014221904,0.147856995,1.326586593,0.167603554,0.001232716,0.347482132,0.083072318,0.727195873,0.770984094,0.160618702,0.125746389,0.03901859,0.05113165,0.394468763,0.296103829,0.21926067,0.061290555,0.003503586,0.01637195,-0.000663752,0.045639937,0.075912249,0.018086944,0.008742161,0.154714443,0.131766426,0.581178868,0.66593431,0.486522546
Rwanda,0.00837092,74.8665,241.032,14.7628,0.067155,462.196,29.4501,17.90536,Least Developed,46.28517185,31.47687677,5,0.47556,628.084,Africa,LI,14.80829508,1990,1984.5,C,1.079016681,24.58,22.78,52.63,28.9,2012,2010.83,C,3.308955224,44.34,13.4,42.26,51.34,2.229938543,0.02350609,0.012528413,0.000479045,0.000452752,4.84E-05,0.009997509,0.030192949,0.02203756,0.001267379,0.000755037,0.000176903,0.005956067,0.047897407,0.019746728,0.001573359,0.001076654,0.001944374,0.023556301,0.011699792,0.00902652,0.00041464,9.54E-05,8.30E-06,0.002154934,0.035312388,0.016030306,0.000543451,0.000810115,8.84E-05,0.017840085,0.023907033,0.021735372,0.00116107,0.000152531,1.97E-07,0.000857857,0.036478866,0.022339747,0.001373688,0.001357544,0.00035361,0.011054278,0.019341681,0.012700577,0.001842949,0.000270475,7.53E-05,0.004452407,0.076453132,0.02679288,0.001303769,0.001882832,0.003813455,0.042660196,0.024391317,-0.006686859,0.007218315,-0.009509147,0.001094314,-0.000788334,0.000623902,-0.000302285,0.001896004,-0.000128533,0.013558792,0.004041442,3.952765563,1.525863404,3.018206409
Senegal,0.00294099,-135.222,59.5496,17.2165,0.00462042,54.9148,10.9941,2.4642498,Least Developed,38.2163566,42.28032406,5,0.460561,1079.27,Africa,LM,-4.063967463,1990,1991.25,C,4.089780325,42.82,10.47,46.71,54.14,2012,2011.29,C,1.89213894,31.05,16.41,52.54,40.28,-2.197641385,0.237859184,0.089564065,0.011041,0.00656329,0.022443512,0.108247318,0.253218687,0.099328212,0.011126049,0.005642547,0.045549578,0.091572303,0.288657042,0.091338225,0.021032831,0.007184927,0.019873792,0.149227268,0.157978827,0.047149564,0.002048225,0.000349081,0.040802797,0.067629159,0.317739542,0.131978566,0.020033775,0.012777498,0.004084227,0.148865476,0.232774313,0.090571969,0.001985421,0.000242199,0.063173493,0.076801234,0.273663061,0.108084455,0.020266678,0.011042895,0.027925663,0.106343371,0.161253336,0.032213744,0.002576942,0.000676601,0.036934798,0.08885125,0.416060748,0.150462705,0.039488719,0.013693252,0.002812786,0.209603286,0.050797858,-0.015359503,0.00177416,-0.009764147,0.009991831,-8.50E-05,0.000621637,0.000920743,-0.00256972,-0.023106067,0.040979951,0.016675015,2.580168308,1.175658332,2.011279286
Sierra Leone,0.00861365,-197.35,178.441,13.7656,0.0178294,68.3845,2.97706,1.012928,Least Developed,46.19347906,57.30915868,6,0.39686,499.891,Africa,LI,-11.11567961,1990,2003.25,C,1.879107981,32.02,17.04,50.94,40.17,2012,2011,C,1.354156171,26.88,19.85,53.28,33.99,-0.52495181,0.067549704,0.037342307,0.008101812,0.002253482,0.004002396,0.015849707,0.062327241,0.03576751,0.006940507,0.000526757,0.00526986,0.013822613,0.057013786,0.031815864,0.007360065,0.002550248,0.00287466,0.012412949,0.017459103,0.007035967,0,0.001307324,0.00577186,0.003343951,0.117640305,0.067648646,0.016203625,0.00319964,0.002232931,0.028355463,0.025135892,0.015253532,0,0.00012305,0.005924495,0.003834826,0.099518591,0.056281488,0.013881015,0.000930464,0.004615226,0.023810399,0.023670789,0.013482208,0,0.002144957,0.003723242,0.004320383,0.090356782,0.05014952,0.01472013,0.002955538,0.002026077,0.020505516,-0.010535918,0.005222462,-0.005526443,0.001574797,-0.000741747,0.001161305,0.000296766,0.001726725,-0.001127736,-0.001267465,-0.003436758,0.002027094,3.817227273,3.959222668,6.73804975
Slovenia,0.0182335,187.361,106.65,19.6,0.0254649,180.233,18.2309,0.506728,Most Developed,22.75067308,20.79213918,6,0.877625,25040.5,EU-27,HI,1.958533905,1990,1993,I,1.085106383,24.48,22.56,52.97,29.18,2012,2012,I,0.87755102,21.07,24.01,54.91,25.59,-0.207555363,4.358139432,0.351426023,0.043895624,0.910817488,0.029897773,3.022102525,2.867864985,0.327502784,0.082407732,0.590561616,0.031458333,1.83593452,7.153801732,0.918179797,0.088447967,1.372812713,0.041769881,4.732591374,3.77910177,0.147187412,0.017847741,0.997704383,0.011321797,2.605040439,4.937177094,0.555664634,0.069943507,0.823930593,0.048473749,3.439164611,2.553370702,0.137809853,0.030253315,0.669495919,0.015898873,1.699912743,3.182359268,0.517195716,0.134562149,0.511627313,0.047017794,1.971956297,6.236672151,0.73408605,0.030979274,1.507794963,0.019594482,3.944217381,8.070931313,1.102273543,0.14591666,1.237830464,0.06394528,5.520965368,2.7956623,1.490274447,0.566753774,0.023923239,0.044552343,-0.038512108,0.461995226,0.320255872,0.011872108,-0.00156056,1.71048885,1.186168005,1.29410864,1.246336564,1.306441952
South Africa,0.00975207,28.3695,68.6891,15.7961,0.00350247,78.2866,7.37034,1.282635,Rest of World,57.02078219,55.30435478,5,0.658977,8089.87,Africa,UM,1.716427406,1990,1993,C,5.690243902,46.66,8.2,45.14,59.33,2012,2011,C,7.139275766,51.26,7.18,41.55,63.38,1.449031864,0.604241248,0.082313379,0.040556513,0.066821904,0.01647191,0.398077542,0.400129262,0.079586285,0.062705686,0.044539018,0.024558939,0.188739334,0.730738093,0.098490325,0.039399761,0.074003724,0.017387819,0.501456463,0.742896001,0.059558719,0.053701563,0.099646342,0.022147244,0.507842133,0.465586496,0.10506804,0.027411463,0.033997466,0.010796577,0.288312951,0.50408248,0.070521309,0.089770651,0.0634129,0.02046165,0.25991597,0.296176044,0.088651261,0.035640722,0.025665135,0.028656228,0.117562698,0.832073788,0.05844116,0.059352457,0.099053186,0.020797857,0.594429127,0.629402398,0.13853949,0.019447065,0.048954263,0.013977782,0.408483798,0.126496844,0.204111987,0.016176946,0.002727094,-0.001156752,-0.022149173,0.00718182,0.022282886,0.000915909,-0.008087029,0.103378921,0.209338208,0.756426181,0.587554726,0.62671827
Spain,0.0155484,12.9408,104.405,17.5574,0.00481247,83.6411,17.4817,7.29387,Most Developed,33.47845673,30.49052147,6,0.873709,32008.7,EU-27,HI,2.987935265,1990,2004,I,1.286601138,24.87,19.33,55.81,33.38,2012,2012,I,1.463276836,25.9,17.7,56.41,35.89,0.176675698,2.452341105,0.461989651,0.074691322,0.31194277,0.207422769,1.396294593,1.465214366,0.329654158,0.061301803,0.158454636,0.107726565,0.808077204,2.89160332,0.53982153,0.072826583,0.354795336,0.23896051,1.685199361,1.89171647,0.353531158,0.042424243,0.201331692,0.198396622,1.096032756,3.01296574,0.570448145,0.1069584,0.422553849,0.216448916,1.69655643,1.062504818,0.208382475,0.031474216,0.103881858,0.09461029,0.624155979,1.867923913,0.45092584,0.091129391,0.213027414,0.12084284,0.991998428,2.4824001,0.460597027,0.041672474,0.304026665,0.236828391,1.439275544,3.30080654,0.619046032,0.103980692,0.405564008,0.24109263,1.931123179,0.439262215,0.98712674,0.077831878,0.132335493,-0.001864739,0.013389518,0.042852566,0.153488135,0.031537741,0.099696204,0.288904768,0.588217389,1.329683535,1.758038064,1.592715287
Sri Lanka,0.00946143,-210.863,121.526,17.8629,0.0297833,333.255,11.6248,5.38396,Rest of World,36.20439668,34.16726352,6,0.748641,2880.03,Asia-Pacific,LM,2.037133158,1990,1990.5,C,1.291823308,27.49,21.28,51.22,32.45,2012,2012.5,C,1.740558292,31.8,18.27,49.92,38.58,0.448734984,0.230562015,0.081748175,0.00407538,0.014341876,0.018896418,0.111500166,0.154173532,0.064037911,0.003011433,0.006946082,0.009043587,0.07113452,0.291192777,0.08936056,0.004589357,0.023974326,0.021184185,0.15208435,0.101431966,0.047675544,0.000550662,0.002234151,0.010064794,0.040906816,0.359692064,0.115820806,0.007600099,0.026449601,0.027728042,0.182093516,0.079020536,0.050649659,0.000704769,0.000302161,0.002227177,0.025136772,0.229326529,0.077426164,0.005318097,0.013590003,0.015859998,0.117132267,0.123859929,0.056749778,1.00E-05,0.004764184,0.012600384,0.04973557,0.458525626,0.121971343,0.009168697,0.043184469,0.029767987,0.25443313,0.060630762,0.076388483,0.007612385,0.017710263,0.000513976,0.001063947,0.00963245,0.007395794,0.002287767,0.009852831,0.040584184,0.040365646,3.701969075,2.902113048,3.546141105
Swaziland,0.0210405,460.33,149.637,14.1309,0.00603582,44.2491,22.5425,0.5139695,Rest of World,50.16556999,58.18028755,3L,0.528936,4657.48,Africa,LM,-8.014717564,1990,1994.83,C,5.903456496,49.53,8.39,42.07,60.45,2012,2009.25,C,3.464471404,39.98,11.54,48.47,51.45,-2.438985092,1.327278408,0.272467492,0.117201961,0.318937471,0.022737605,0.595933879,1.082904465,0.253577749,0.114775967,0.372221,0.017071252,0.325258498,0.989632441,0.154739041,0.03244648,0.169459401,0.006141912,0.626845608,1.332118952,0.215052735,0.057205257,0.637874943,0.007637462,0.414348555,1.322437863,0.329882248,0.177198666,0,0.037837747,0.777519202,1.261725939,0.207188166,0.072850448,0.722836523,0.002673732,0.25617707,0.904082991,0.299967331,0.156701485,0.021605477,0.031468771,0.394339927,0.857304423,0.111163434,0.007470993,0.308715733,0.001680458,0.428273804,1.121960459,0.198314648,0.057421966,0.030203069,0.010603365,0.825417411,-0.337645967,0.244373943,-0.11772845,0.018889743,-0.084755482,0.002425995,-0.14947807,-0.053283528,-0.016595693,0.005666353,0.030911729,0.27067538,1.308707186,0.716544666,0.992732564
Sweden,0.00443191,41.2191,331.38,16.2365,0.00324165,18.9199,2.4854,0.2829678,Most Developed,23.06273883,20.56978791,5,0.903746,59381.9,EU-27,HI,2.492950924,1990,2004,I,0.901066098,21.13,23.45,55.41,26.43,2012,2012,I,0.934782609,21.5,23,55.5,27.32,0.033716511,6.271127831,0.367692139,0.068488322,2.980167703,0.184184947,2.670594722,4.63443956,0.263777961,0.038116803,2.259520621,0.11930685,1.953717327,7.443835124,0.470433147,0.120596644,3.118813107,0.375487976,3.358504251,7.248827703,0.344153786,0.005228042,4.81686112,0.193755157,1.888829598,5.29342796,0.391230491,0.131748602,1.143474285,0.174614737,3.452359845,5.542099521,0.249583467,0.012348578,3.810939202,0.129999594,1.33922868,3.7267796,0.277972454,0.063885027,0.708102039,0.108614106,2.568205974,8.169036843,0.406865176,0.004283427,5.153440804,0.363931465,2.240515971,6.718633406,0.534001118,0.236909861,1.08418541,0.387044486,4.47649253,1.172707293,1.636688271,0.102741009,0.103914178,0.052108322,0.030371519,0.138645404,0.720647082,0.191303029,0.064878097,0.687909529,0.716877395,0.822451108,0.672449058,0.730246072
